@relation svmModel
@attribute count_tokens real
@attribute count_sents real
@attribute frac_puncs real
@attribute avg_token_len real
@attribute stdev_token_len real
@attribute avg_sent_len1 real
@attribute avg_sent_len2 real
@attribute num_digits real
@attribute decision{0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0}
@data
386.0,45.0,0.0,5.373057,2.7665086,17.958334,101.208336,21.0,0.0
465.0,46.0,0.0,5.2924733,2.9072447,19.76923,111.23077,13.0,0.0
318.0,30.0,0.0,5.1981134,2.5956666,20.588236,114.64706,2.0,0.0
526.0,51.0,0.0,5.380228,2.9359314,22.115385,127.76923,15.0,0.0
419.0,44.0,0.0,5.4677806,3.0627124,19.375,112.0,16.0,0.0
264.0,31.0,0.0,5.1136365,2.704227,16.38889,88.5,4.0,0.0
481.0,52.0,0.0,4.9501038,2.4852152,22.826086,123.21739,12.0,0.0
561.0,57.0,0.0,5.518717,2.9135022,23.5,139.84616,35.0,0.0
566.0,65.0,0.0,5.4487634,2.8253064,20.8,120.4,27.0,0.0
534.0,60.0,0.0,5.670412,3.085542,19.129032,113.51613,14.0,0.0
398.0,44.0,0.0,5.5854273,2.9614758,17.8,103.8,18.0,0.0
385.0,41.0,0.0,5.490909,2.9348862,20.190475,117.71429,11.0,0.0
552.0,64.0,0.0036231885,5.6757245,3.1006541,18.545454,110.242424,2.0,0.0
538.0,58.0,0.0,5.6171002,3.0695548,19.161291,114.064514,12.0,0.0
535.0,79.0,0.0,5.5925236,3.5481112,17.67647,102.29412,20.0,0.0
482.0,53.0,0.0,5.674274,3.0892215,19.071428,113.89286,16.0,0.0
575.0,74.0,0.0017391305,5.6973915,2.95395,19.30303,115.36364,6.0,0.0
465.0,64.0,0.0021505377,5.255914,2.8437994,16.935484,92.41936,10.0,0.0
374.0,45.0,0.0,5.614973,3.2203221,18.863636,111.63636,16.0,0.0
500.0,68.0,0.002,5.348,2.934432,17.5625,97.78125,13.0,0.0
465.0,63.0,0.0021505377,5.2774196,2.8718913,17.433332,95.9,10.0,0.0
367.0,36.0,0.0,5.476839,3.0002513,20.2,118.0,0.0,0.0
747.0,86.0,0.0013386881,5.3534136,2.9847236,22.108109,130.36111,12.0,0.0
498.0,47.0,0.0,5.2329316,2.6845458,23.565218,133.78261,45.0,0.0
667.0,78.0,0.0,5.478261,2.80726,20.444445,118.611115,27.0,0.0
506.0,56.0,0.0039525693,5.533597,3.041846,16.705883,95.76471,0.0,0.0
557.0,72.0,0.0035906644,5.2782764,2.404315,25.208334,150.91304,20.0,1.0
882.0,167.0,0.0022675737,5.244898,2.480105,10.266666,52.0,341.0,1.0
356.0,55.0,0.0,5.3398876,2.5295305,24.125,139.9375,52.0,1.0
444.0,59.0,0.0045045046,5.2454953,2.4569461,26.5,152.94444,52.0,1.0
895.0,168.0,0.0022346368,5.234637,2.4813845,10.390476,52.685715,341.0,1.0
313.0,35.0,0.0,4.8210864,2.6535778,22.666666,120.46667,20.0,1.0
827.0,163.0,0.0012091899,5.3651752,2.545765,10.089108,51.70297,371.0,1.0
248.0,21.0,0.0,4.665323,2.315117,20.923077,107.0,14.0,1.0
307.0,27.0,0.0,4.8566775,2.3209102,32.5,178.9,30.0,1.0
331.0,36.0,0.0,4.7220545,2.3707867,27.461538,156.41667,29.0,1.0
331.0,30.0,0.0,4.752266,2.4468288,21.352942,110.882355,22.0,1.0
297.0,28.0,0.0,4.96633,2.421609,20.4375,109.5625,38.0,1.0
363.0,35.0,0.0,4.6969695,2.4419816,22.166666,120.17647,30.0,1.0
444.0,42.0,0.0045045046,4.675676,2.3313851,23.047619,118.85714,45.0,1.0
378.0,37.0,0.0,4.642857,2.3337784,30.923077,163.15384,37.0,1.0
463.0,43.0,0.0043196543,4.6349893,2.253537,23.952381,123.0,47.0,1.0
468.0,48.0,0.0,4.5405984,2.2476137,23.181818,116.63636,22.0,1.0
299.0,32.0,0.0,4.48495,2.2388206,26.75,135.66667,29.0,1.0
305.0,44.0,0.0032786885,5.147541,2.8643434,19.705883,109.05882,52.0,1.0
301.0,43.0,0.0,5.116279,2.8254483,19.470589,107.0,41.0,1.0
335.0,32.0,0.0089552235,4.9761195,2.7075388,20.5,110.111115,66.0,1.0
290.0,29.0,0.010344828,4.975862,2.8069072,20.0,107.1875,66.0,1.0
349.0,50.0,0.0028653296,5.1891117,2.6351812,14.321428,75.67857,72.0,1.0
325.0,48.0,0.003076923,5.169231,2.7025309,14.346154,75.65385,68.0,1.0
458.0,46.0,0.0021834061,5.264192,2.9319172,26.0,149.94737,20.0,1.0
445.0,44.0,0.0,5.238202,2.903986,25.31579,145.0,9.0,1.0
360.0,42.0,0.0027777778,5.0027776,2.5911176,18.09091,96.90909,90.0,1.0
334.0,47.0,0.002994012,4.8712573,2.607832,13.714286,68.60714,93.0,1.0
423.0,50.0,0.0070921984,5.252955,2.7794993,19.5,108.958336,34.0,1.0
617.0,63.0,0.004862237,5.160454,2.6494594,23.172413,129.82759,33.0,1.0
309.0,39.0,0.003236246,5.33657,2.6809874,16.428572,91.90476,45.0,1.0
316.0,40.0,0.00949367,5.31962,2.6806378,16.09091,89.40909,50.0,1.0
688.0,71.0,0.0014534884,4.9447675,2.717274,21.6,115.51428,40.0,1.0
438.0,44.0,0.0,5.1210046,2.6494544,22.666666,126.42857,30.0,1.0
501.0,56.0,0.001996008,4.838323,2.4207616,17.030304,87.21212,44.0,1.0
420.0,33.0,0.007142857,5.0928574,2.9933972,26.647058,158.625,19.0,1.0
493.0,59.0,0.0020283975,4.979716,2.513976,21.6,116.6,31.0,1.0
488.0,59.0,0.0,5.0184426,2.530482,20.653847,111.61539,20.0,1.0
577.0,44.0,0.0,4.807626,2.4259055,30.75,166.5,8.0,1.0
456.0,39.0,0.0065789474,5.019737,2.7180462,27.222221,151.5,36.0,1.0
498.0,51.0,0.004016064,5.238956,2.847023,28.105263,162.52632,20.0,1.0
410.0,34.0,0.0,5.0317073,2.557909,29.2,163.86667,6.0,1.0
427.0,50.0,0.0023419203,5.180328,2.6378224,16.892857,92.85714,79.0,1.0
440.0,39.0,0.011363637,5.025,2.8327327,26.38889,154.64706,26.0,1.0
435.0,38.0,0.009195402,4.9770117,2.8063018,26.11111,151.58824,15.0,1.0
438.0,38.0,0.00913242,4.9908676,2.8016498,26.277779,153.0,15.0,1.0
444.0,61.0,0.006756757,5.13964,2.716875,16.193548,86.51613,72.0,1.0
449.0,57.0,0.008908686,5.126949,2.7517004,16.35484,87.32258,78.0,1.0
810.0,148.0,0.001234568,5.117284,2.5023112,10.879121,56.11236,307.0,1.0
797.0,146.0,0.0,5.1091595,2.5487735,10.630435,53.844444,309.0,1.0
473.0,46.0,0.0084566595,5.2854123,2.7795966,19.555555,117.24,16.0,2.0
471.0,46.0,0.0,5.284501,2.775338,19.481482,116.8,14.0,2.0
493.0,40.0,0.0,5.4665313,2.869967,26.5,158.35,18.0,2.0
617.0,77.0,0.003241491,5.356564,2.8443015,16.27907,91.85714,61.0,2.0
412.0,54.0,0.004854369,5.5873785,3.1259406,18.36,111.541664,19.0,2.0
484.0,57.0,0.004132231,5.3450413,2.9187958,17.451612,97.6129,24.0,2.0
666.0,67.0,0.003003003,5.3498497,2.953976,20.444445,119.42857,24.0,2.0
409.0,52.0,0.004889976,5.606357,3.1287084,19.695652,121.318184,19.0,2.0
603.0,47.0,0.0,4.92869,2.5613296,25.115385,136.34616,35.0,2.0
591.0,42.0,0.005076142,4.832487,2.5762177,26.541666,142.83333,39.0,2.0
1013.0,91.0,0.0,5.1865745,2.7836998,21.365385,119.17308,27.0,2.0
474.0,54.0,0.004219409,4.974684,2.6464264,15.257143,79.4,39.0,2.0
537.0,65.0,0.0,5.1750464,2.8024814,16.805555,90.69444,21.0,2.0
634.0,68.0,0.0,5.0520506,2.8052673,18.605263,102.24324,25.0,2.0
426.0,45.0,0.0,5.1502347,2.77412,17.703703,95.666664,19.0,2.0
560.0,69.0,0.0,5.1410713,2.825854,16.23077,86.69231,25.0,2.0
522.0,49.0,0.0038314175,4.923372,2.7196403,24.52174,133.60869,34.0,2.0
530.0,49.0,0.0,4.843396,2.7209904,21.555555,113.48148,43.0,2.0
539.0,50.0,0.0,5.419295,3.0576525,23.48,137.24,8.0,2.0
570.0,52.0,0.0,5.1982455,2.88511,20.866667,116.46667,26.0,2.0
562.0,77.0,0.0,5.286477,2.770871,11.561403,60.350876,29.0,2.0
571.0,88.0,0.0,5.283713,2.7537704,11.216666,58.15,33.0,2.0
486.0,53.0,0.0,5.037037,2.6532576,16.96875,90.28125,40.0,2.0
586.0,61.0,0.0,5.087031,2.7502906,17.236841,92.447365,36.0,2.0
589.0,49.0,0.0033955858,5.188455,2.853551,23.74074,138.76923,31.0,2.0
565.0,51.0,0.0,5.2707963,2.8144915,24.48,140.4,35.0,2.0
604.0,54.0,0.0,5.25,2.778599,22.066668,124.5,39.0,2.0
570.0,47.0,0.0,5.3210526,2.7537017,20.866667,118.73333,38.0,2.0
603.0,54.0,0.0,5.260365,2.8049114,22.033333,124.5,39.0,2.0
1082.0,116.0,0.0018484289,4.9020333,2.636935,20.288136,106.830505,56.0,2.0
447.0,42.0,0.004474273,5.0715885,2.8116517,22.318182,127.85714,49.0,2.0
486.0,49.0,0.002057613,4.9259257,2.8441453,21.44,118.875,52.0,2.0
644.0,59.0,0.0,4.962733,2.6390247,22.67742,122.548386,20.0,2.0
599.0,52.0,0.0,5.0350585,2.76644,23.321428,127.78571,51.0,2.0
405.0,38.0,0.0,5.007407,2.669897,20.318182,109.318184,42.0,2.0
586.0,53.0,0.0,4.6843004,2.5238109,18.166666,93.6,62.0,2.0
650.0,61.0,0.0015384615,4.6523075,2.576647,18.973684,98.054054,52.0,2.0
695.0,66.0,0.0,5.094964,2.743132,23.060606,130.96875,24.0,2.0
496.0,46.0,0.0,4.8669353,2.610932,22.583334,120.041664,30.0,2.0
390.0,35.0,0.0,4.9205127,2.7514741,26.25,143.25,30.0,2.0
360.0,31.0,0.0,5.4805555,3.0713103,27.571428,165.92857,12.0,2.0
1061.0,104.0,0.0,5.384543,2.8108988,21.924528,126.49056,52.0,2.0
573.0,55.0,0.0,4.945899,2.6734178,20.387096,108.548386,24.0,2.0
818.0,71.0,0.002444988,4.933985,2.7120216,26.757576,150.375,64.0,2.0
547.0,54.0,0.0,5.321755,2.8282232,26.772728,156.0,11.0,2.0
605.0,52.0,0.0066115703,5.442975,2.9790668,25.192308,148.73077,11.0,2.0
848.0,81.0,0.0023584906,5.235849,2.690578,23.0,130.875,62.0,2.0
529.0,45.0,0.0037807184,5.2325144,2.7230022,24.913044,142.13043,40.0,2.0
474.0,48.0,0.0,5.221519,3.1036046,21.708334,132.40909,62.0,2.0
627.0,65.0,0.0,5.0079746,2.6852295,22.866667,128.6207,46.0,2.0
517.0,42.0,0.0,4.972921,2.5830953,22.6,122.32,28.0,3.0
520.0,41.0,0.0,5.2653847,2.8050013,22.88,140.21739,9.0,3.0
594.0,72.0,0.0,5.0387206,2.7192152,17.868422,110.09375,38.0,3.0
608.0,48.0,0.013157895,5.0263157,2.8160667,24.74074,157.52174,22.0,3.0
591.0,67.0,0.0,4.969543,2.8615704,20.59375,119.965515,28.0,3.0
513.0,59.0,0.0,4.937622,2.8830376,20.392857,115.61539,24.0,3.0
561.0,64.0,0.0017825312,4.9607844,2.7208657,20.225807,117.82143,24.0,3.0
636.0,67.0,0.003144654,4.9638367,2.7179139,19.216217,106.88571,64.0,3.0
371.0,45.0,0.0,5.552561,3.0844905,17.625,114.09524,4.0,3.0
564.0,78.0,0.0,5.08156,2.855333,15.333333,84.1,19.0,3.0
506.0,50.0,0.007905139,4.909091,2.540509,27.3,156.1579,41.0,3.0
512.0,47.0,0.0,5.3339844,3.0579934,22.4,128.6,18.0,3.0
533.0,77.0,0.0,5.249531,2.626826,11.509091,60.0,32.0,3.0
456.0,49.0,0.0021929825,5.370614,2.9994044,17.689655,106.0,17.0,3.0
502.0,48.0,0.005976096,5.017928,2.7982762,22.08,135.59091,22.0,3.0
513.0,60.0,0.0038986355,5.1559453,2.7236345,22.52,135.78261,37.0,3.0
500.0,49.0,0.0,5.136,2.726446,22.833334,132.13043,29.0,3.0
544.0,53.0,0.0,5.091912,2.7578118,20.689655,116.96429,22.0,3.0
535.0,53.0,0.0,5.1457944,2.8510137,18.71875,108.1,29.0,3.0
558.0,57.0,0.0,5.0215054,2.8073559,21.448277,132.72,26.0,3.0
512.0,41.0,0.00390625,5.298828,2.8412764,24.347826,152.14285,18.0,3.0
624.0,49.0,0.0,5.0288463,2.6643047,20.558823,127.793106,15.0,3.0
522.0,61.0,0.0,5.097701,2.894046,16.108109,89.314285,24.0,3.0
537.0,59.0,0.0,5.329609,2.9136078,21.777779,124.74074,44.0,3.0
540.0,48.0,0.0,5.266667,3.0072737,23.6,139.75,11.0,3.0
470.0,47.0,0.004255319,5.006383,2.614598,20.8,121.26087,72.0,3.0
489.0,40.0,0.0040899795,5.184049,2.685046,23.347826,142.4762,20.0,3.0
412.0,60.0,0.0024271845,5.182039,2.6628273,12.410256,65.36842,73.0,3.0
440.0,44.0,0.0022727272,5.2363634,2.7754679,21.90909,123.63636,29.0,3.0
535.0,82.0,0.0018691589,5.2654204,2.7535255,13.020833,69.723404,91.0,3.0
529.0,63.0,0.0,5.143667,2.6763268,18.935484,103.51613,45.0,3.0
495.0,46.0,0.002020202,5.268687,2.8181493,21.346153,145.7619,25.0,3.0
543.0,54.0,0.0,5.0460405,2.6640813,16.972221,89.833336,14.0,3.0
467.0,53.0,0.0,5.171306,2.6640198,22.130434,124.17391,45.0,3.0
496.0,52.0,0.0,5.139113,2.6720617,16.470589,88.20588,12.0,3.0
658.0,86.0,0.0030395137,5.074468,2.6484349,12.639344,63.934425,48.0,3.0
430.0,41.0,0.0023255814,5.139535,2.7583418,23.5,137.6842,34.0,3.0
506.0,64.0,0.0039525693,5.140316,2.732848,14.846154,82.297295,34.0,3.0
526.0,65.0,0.0057034222,5.055133,2.8781984,20.75,121.03846,94.0,3.0
528.0,63.0,0.0,5.2064395,2.8245745,19.733334,119.703705,32.0,3.0
445.0,48.0,0.0,5.092135,2.6543252,22.136364,122.13636,60.0,3.0
437.0,41.0,0.0,5.395881,2.84155,20.869566,120.304344,16.0,3.0
438.0,34.0,0.002283105,5.178082,2.8796685,26.222221,149.33333,28.0,3.0
500.0,47.0,0.0,5.44,2.685964,19.241379,117.81481,19.0,3.0
327.0,36.0,0.0,5.103976,2.9628007,22.3125,123.625,26.0,3.0
533.0,54.0,0.0018761726,5.270169,3.0711067,18.151516,106.29032,30.0,3.0
489.0,57.0,0.0040899795,5.591002,3.2174768,22.458334,145.13637,30.0,3.0
455.0,45.0,0.0,5.178022,2.9681766,23.571428,132.80952,6.0,3.0
519.0,54.0,0.0,5.3872833,3.0547845,21.296297,131.2,20.0,3.0
481.0,51.0,0.0,5.189189,2.761399,22.826086,128.21739,22.0,3.0
519.0,47.0,0.0019267823,4.8535647,2.4435308,20.464285,107.71429,94.0,4.0
636.0,77.0,0.0,5.004717,2.5553572,15.489362,79.74468,33.0,4.0
565.0,51.0,0.0017699115,5.023009,2.4713223,21.413794,116.206894,41.0,4.0
607.0,59.0,0.0016474464,5.0164742,2.5599325,19.257143,103.48572,54.0,4.0
405.0,47.0,0.0,5.032099,2.6107934,15.862069,82.793106,58.0,4.0
441.0,45.0,0.0022675737,5.1043086,2.6731231,18.846153,102.26923,56.0,4.0
536.0,53.0,0.0018656716,4.925373,2.5926876,19.733334,104.86667,36.0,4.0
401.0,49.0,0.0024937657,4.94015,2.5051398,18.541666,98.333336,57.0,4.0
402.0,50.0,0.0024875621,4.9303484,2.50276,17.92,94.08,53.0,4.0
525.0,53.0,0.0019047619,5.167619,2.680883,20.0,110.413795,58.0,4.0
475.0,42.0,0.004210526,5.042105,2.7388613,20.88,113.92,29.0,4.0
181.0,17.0,0.005524862,4.9005523,2.4899912,19.9,106.0,8.0,4.0
539.0,48.0,0.0037105752,4.7922077,2.526565,22.653847,119.34615,67.0,4.0
506.0,45.0,0.0019762847,5.0316205,2.5427127,22.958334,126.416664,62.0,4.0
383.0,42.0,0.002610966,5.24282,2.6807592,17.12,94.72,44.0,4.0
556.0,51.0,0.0035971224,4.9478416,2.5556715,22.518518,121.296295,38.0,4.0
527.0,53.0,0.0037950664,5.0834913,2.6412044,17.411764,96.030304,73.0,4.0
570.0,48.0,0.005263158,4.9035087,2.538716,23.037037,123.92593,38.0,4.0
269.0,22.0,0.0,4.8736057,2.7373917,18.4375,97.625,43.0,4.0
522.0,53.0,0.0038314175,4.8333335,2.5560756,17.666666,91.333336,94.0,4.0
165.0,14.0,0.0,4.9757576,2.5201056,18.3,97.7,56.0,4.0
511.0,65.0,0.0019569471,5.039139,2.4832993,13.222222,68.545456,61.0,4.0
521.0,51.0,0.0019193857,4.7792706,2.424134,19.862068,102.586205,84.0,4.0
610.0,66.0,0.0032786885,4.9557376,2.6013236,20.424242,109.242424,144.0,4.0
533.0,49.0,0.0,4.7429643,2.4193516,20.821428,108.07143,11.0,4.0
152.0,17.0,0.0,5.2171054,2.8629148,23.428572,134.14285,6.0,4.0
430.0,43.0,0.0023255814,5.153488,2.8901858,19.12,104.64,61.0,4.0
527.0,35.0,0.0151802655,5.426945,3.0804954,28.3,177.21053,15.0,4.0
498.0,34.0,0.0,5.5943775,3.0747237,26.8,163.25,7.0,4.0
495.0,36.0,0.002020202,5.577778,3.0572855,26.65,162.5,18.0,4.0
464.0,43.0,0.0064655175,5.422414,2.8357353,23.0,134.90909,26.0,4.0
698.0,67.0,0.0014326648,4.683381,2.3592243,20.131578,103.57895,80.0,4.0
407.0,59.0,0.0,5.5675673,2.8594801,13.571428,77.088234,60.0,4.0
410.0,55.0,0.004878049,5.502439,2.8200052,15.129032,87.73333,63.0,4.0
461.0,59.0,0.004338395,5.3123646,2.6912816,14.026316,77.51351,80.0,4.0
423.0,45.0,0.0,4.7328606,2.358432,23.05,120.15,40.0,4.0
434.0,30.0,0.0023041475,4.762673,2.6728525,30.8,166.53334,23.0,4.0
483.0,52.0,0.0020703934,5.0910974,2.5971775,17.03125,90.96875,55.0,4.0
450.0,54.0,0.008888889,5.2622223,2.6242726,16.0625,92.73333,77.0,4.0
517.0,51.0,0.001934236,5.4545455,2.8833494,23.416666,138.0,54.0,4.0
511.0,47.0,0.0019569471,5.3209395,2.848202,20.814816,118.96296,46.0,4.0
515.0,52.0,0.0019417476,5.4563107,2.8961856,22.48,131.92,49.0,4.0
445.0,57.0,0.006741573,5.2988763,2.7376885,15.9375,91.86667,73.0,4.0
350.0,35.0,0.0028571428,5.082857,2.484579,19.4,105.7,82.0,4.0
335.0,34.0,0.0059701493,5.047761,2.5493543,19.631578,111.72222,27.0,4.0
390.0,28.0,0.0025641026,5.002564,2.5099778,20.428572,110.85714,78.0,4.0
433.0,32.0,0.0,4.965358,2.512086,19.2,102.36,80.0,4.0
450.0,47.0,0.0,5.077778,2.5743504,16.866667,89.76667,78.0,4.0
586.0,58.0,0.0,5.1399317,2.5600405,18.62857,101.48572,86.0,4.0
567.0,63.0,0.0017636684,5.0299826,2.5199356,16.384615,86.53846,64.0,4.0
420.0,73.0,0.007142857,5.2261906,2.4336512,11.244445,59.333332,98.0,5.0
562.0,86.0,0.0,5.2384343,2.663865,14.377778,76.35555,91.0,5.0
706.0,86.0,0.0,4.964589,2.661793,19.575,103.85,21.0,5.0
634.0,77.0,0.0,4.9353313,2.6446633,19.054054,100.27027,18.0,5.0
324.0,46.0,0.0,5.095679,2.7386312,15.869565,84.521736,31.0,5.0
475.0,65.0,0.0,5.2042108,2.7503846,15.027778,80.638885,45.0,5.0
787.0,122.0,0.0,5.205845,2.779633,14.460318,77.22581,20.0,5.0
394.0,43.0,0.0,5.2639594,2.808863,16.407408,89.96296,20.0,5.0
251.0,28.0,0.0,4.9163346,2.533633,19.785715,105.14286,9.0,5.0
437.0,45.0,0.0,4.9565215,2.7145555,22.809525,129.05,34.0,5.0
418.0,56.0,0.0,4.9425836,2.5736165,20.818182,112.0,56.0,5.0
593.0,76.0,0.0,5.247892,2.8333604,16.414635,91.125,60.0,5.0
507.0,79.0,0.0,5.475345,2.8769798,15.263158,84.92105,83.0,5.0
620.0,80.0,0.0,5.330645,2.8796363,15.391304,83.804344,58.0,5.0
524.0,63.0,0.003816794,5.171756,2.722032,16.472221,88.388885,51.0,5.0
441.0,53.0,0.0045351475,5.126984,2.628508,16.6,88.833336,55.0,5.0
565.0,75.0,0.0,5.0920353,2.5386314,16.358974,86.871796,44.0,5.0
707.0,106.0,0.0,4.9688826,2.5792449,14.690909,78.037735,42.0,5.0
657.0,98.0,0.00304414,5.105023,2.5730588,18.717949,101.410255,18.0,5.0
639.0,80.0,0.0,5.028169,2.7695796,16.627907,88.11628,29.0,5.0
654.0,83.0,0.0,5.055046,2.765012,16.976744,90.62791,27.0,5.0
319.0,40.0,0.0,5.2225704,3.0447025,16.363636,88.818184,23.0,5.0
451.0,44.0,0.0,5.084257,2.7233098,20.708334,113.416664,28.0,5.0
526.0,48.0,0.0,4.9125476,2.6306112,22.153847,118.73077,33.0,5.0
440.0,71.0,0.0022727272,5.1568184,2.6892784,12.925,67.84615,16.0,5.0
389.0,48.0,0.005141388,5.249357,2.8041506,15.75,85.57143,52.0,5.0
386.0,61.0,0.0,5.3367877,2.788867,17.36,96.8,48.0,5.0
604.0,82.0,0.0,5.1589403,2.7527087,15.355556,81.2,75.0,5.0
563.0,96.0,0.0,5.1296625,2.7467191,14.681818,78.72093,18.0,5.0
703.0,91.0,0.0014224751,5.008535,2.516498,18.642857,99.21429,19.0,5.0
398.0,61.0,0.0,5.298995,2.8748696,14.28125,76.90625,52.0,5.0
354.0,46.0,0.0,5.3248587,2.8451788,17.26087,96.26087,43.0,5.0
307.0,38.0,0.0,5.1563516,2.714718,18.0,98.52631,41.0,5.0
774.0,99.0,0.0,5.2273903,2.8004205,18.361702,101.297874,51.0,5.0
483.0,60.0,0.0,5.004141,2.4963706,15.6285715,81.74286,86.0,5.0
546.0,64.0,0.0018315018,5.2252746,2.7420526,20.066668,112.0,62.0,5.0
159.0,24.0,0.0,5.264151,2.4040139,13.923077,75.30769,33.0,5.0
405.0,51.0,0.0,5.032099,2.623999,16.25,86.14286,74.0,5.0
492.0,72.0,0.0020325202,5.4979672,2.7897162,15.216216,84.89189,73.0,5.0
516.0,84.0,0.0,5.3507752,2.8138342,12.408163,65.32653,122.0,5.0
387.0,44.0,0.0,4.9483204,2.8370783,15.642858,81.07143,79.0,5.0
394.0,62.0,0.0,5.1928935,2.616495,13.441176,70.52941,80.0,5.0
291.0,40.0,0.0,5.3024054,2.6923518,16.4,90.65,20.0,5.0
549.0,98.0,0.0,5.129326,2.5995035,11.561403,57.438595,165.0,5.0
397.0,60.0,0.0,5.423174,2.9848077,13.228572,71.34286,45.0,5.0
380.0,56.0,0.0,5.3710527,2.811015,12.5,65.77778,70.0,5.0
558.0,58.0,0.0,5.2939067,2.6853511,15.214286,82.166664,33.0,5.0
517.0,57.0,0.0,5.0947776,2.5997906,16.714285,88.62857,26.0,5.0
380.0,56.0,0.0,5.3710527,2.811015,12.5,65.77778,70.0,5.0
507.0,55.0,0.0019723866,5.1656804,2.8214726,25.0,147.61905,30.0,5.0
411.0,49.0,0.00486618,4.7712893,2.4891486,14.029411,68.26471,14.0,6.0
559.0,71.0,0.0017889087,5.001789,2.6511538,15.9,82.8,75.0,6.0
925.0,116.0,0.0010810811,5.1783786,2.692043,17.576271,95.50848,57.0,6.0
597.0,74.0,0.0,5.001675,2.6254113,16.142857,83.88095,89.0,6.0
583.0,61.0,0.0,4.7341337,2.6271477,19.058823,96.911766,9.0,6.0
459.0,56.0,0.0043572984,4.8496733,2.3867033,16.3125,87.96667,29.0,6.0
459.0,56.0,0.0043572984,4.8496733,2.3867033,16.3125,87.96667,29.0,6.0
580.0,76.0,0.0,5.398276,2.8722806,18.941177,107.82353,25.0,6.0
783.0,104.0,0.0012771392,5.2401023,2.704441,16.425926,90.679245,16.0,6.0
649.0,72.0,0.0030816642,5.2095532,2.7143145,17.380953,96.82927,17.0,6.0
484.0,58.0,0.0,5.357438,2.7675676,17.483871,97.96774,15.0,6.0
479.0,57.0,0.0,5.3319416,2.755986,17.32258,96.548386,15.0,6.0
335.0,56.0,0.0089552235,4.8567166,2.5911012,10.15,47.45,117.0,6.0
357.0,43.0,0.0,5.0336137,2.505791,17.434782,92.347824,32.0,6.0
336.0,54.0,0.017857144,5.0684524,2.4124086,9.177778,43.68889,114.0,6.0
416.0,48.0,0.0,5.0264425,2.5242603,17.961538,98.92,38.0,6.0
483.0,58.0,0.0020703934,5.389234,2.8066864,15.714286,89.26471,33.0,6.0
483.0,58.0,0.0020703934,5.3913045,2.8097143,15.714286,89.29412,33.0,6.0
